"","product_type","stay_dt","dow","booking_dt","days_prior","daily_gross_bookings","daily_gross_rev","daily_cxl_bookings","daily_cxl_rev","daily_net_bookings","daily_net_rev","cummulative_gross_bookings","cummulative_gross_rev","cummulative_cxl_bookings","cummulative_cxl_rev","OTB","OTB_rev","OTB_to_be_cxl","OTB_rev_to_be_cxl","OTB_to_survive","OTB_rev_to_survive","day_of_week","dp_range","price","OTB_cxl_rate","day_type","OP_FENC","CORP_BUS","MEM_OTHER","GOV_UNFENC","GROUP"
"4615","FENCED",2012-03-02,6,2012-02-27,4,0,0,0,0,0,0,11,1382.3,1,160,10,1222.3,0,0,10,1222.3,"6","1_7",122.23,0,1,1,0,0,0,0
"4616","FENCED",2012-03-02,6,2012-02-26,5,0,0,0,0,0,0,11,1382.3,1,160,10,1222.3,0,0,10,1222.3,"6","1_7",122.23,0,1,1,0,0,0,0
"4617","FENCED",2012-03-02,6,2012-02-25,6,0,0,0,0,0,0,11,1382.3,1,160,10,1222.3,0,0,10,1222.3,"6","1_7",122.23,0,1,1,0,0,0,0
"4618","FENCED",2012-03-02,6,2012-02-24,7,0,0,0,0,0,0,11,1382.3,1,160,10,1222.3,0,0,10,1222.3,"6","1_7",122.23,0,1,1,0,0,0,0
"4619","FENCED",2012-03-02,6,2012-02-23,8,0,0,0,0,0,0,11,1382.3,1,160,10,1222.3,0,0,10,1222.3,"6","8_14",122.23,0,1,1,0,0,0,0
"4620","FENCED",2012-03-02,6,2012-02-22,9,0,0,0,0,0,0,11,1382.3,1,160,10,1222.3,0,0,10,1222.3,"6","8_14",122.23,0,1,1,0,0,0,0
"4621","FENCED",2012-03-02,6,2012-02-21,10,0,0,0,0,0,0,11,1382.3,1,160,10,1222.3,0,0,10,1222.3,"6","8_14",122.23,0,1,1,0,0,0,0
"4622","FENCED",2012-03-02,6,2012-02-20,11,0,0,0,0,0,0,11,1382.3,1,160,10,1222.3,0,0,10,1222.3,"6","8_14",122.23,0,1,1,0,0,0,0
"4623","FENCED",2012-03-02,6,2012-02-19,12,2,195.5,0,0,2,195.5,11,1382.3,1,160,10,1222.3,0,0,10,1222.3,"6","8_14",122.23,0,1,1,0,0,0,0
"4624","FENCED",2012-03-02,6,2012-02-18,13,0,0,0,0,0,0,9,1186.8,1,160,8,1026.8,0,0,8,1026.8,"6","8_14",128.35,0,1,1,0,0,0,0
"4625","FENCED",2012-03-02,6,2012-02-17,14,0,0,0,0,0,0,9,1186.8,1,160,8,1026.8,0,0,8,1026.8,"6","8_14",128.35,0,1,1,0,0,0,0
"4626","FENCED",2012-03-02,6,2012-02-16,15,2,284,0,0,2,284,9,1186.8,1,160,8,1026.8,0,0,8,1026.8,"6","15_21",128.35,0,1,1,0,0,0,0
"4627","FENCED",2012-03-02,6,2012-02-15,16,2,210.8,0,0,2,210.8,7,902.8,1,160,6,742.8,0,0,6,742.8,"6","15_21",123.8,0,1,1,0,0,0,0
"4628","FENCED",2012-03-02,6,2012-02-14,17,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","15_21",133,0,1,1,0,0,0,0
"4629","FENCED",2012-03-02,6,2012-02-13,18,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","15_21",133,0,1,1,0,0,0,0
"4630","FENCED",2012-03-02,6,2012-02-12,19,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","15_21",133,0,1,1,0,0,0,0
"4631","FENCED",2012-03-02,6,2012-02-11,20,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","15_21",133,0,1,1,0,0,0,0
"4632","FENCED",2012-03-02,6,2012-02-10,21,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","15_21",133,0,1,1,0,0,0,0
"4633","FENCED",2012-03-02,6,2012-02-09,22,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","22_28",133,0,1,1,0,0,0,0
"4634","FENCED",2012-03-02,6,2012-02-08,23,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","22_28",133,0,1,1,0,0,0,0
"4635","FENCED",2012-03-02,6,2012-02-07,24,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","22_28",133,0,1,1,0,0,0,0
"4636","FENCED",2012-03-02,6,2012-02-06,25,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","22_28",133,0,1,1,0,0,0,0
"4637","FENCED",2012-03-02,6,2012-02-05,26,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","22_28",133,0,1,1,0,0,0,0
"4638","FENCED",2012-03-02,6,2012-02-04,27,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","22_28",133,0,1,1,0,0,0,0
"4639","FENCED",2012-03-02,6,2012-02-03,28,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","22_28",133,0,1,1,0,0,0,0
"4640","FENCED",2012-03-02,6,2012-02-02,29,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","29_32",133,0,1,1,0,0,0,0
"4641","FENCED",2012-03-02,6,2012-02-01,30,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","29_32",133,0,1,1,0,0,0,0
"4642","FENCED",2012-03-02,6,2012-01-31,31,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","29_32",133,0,1,1,0,0,0,0
"4643","FENCED",2012-03-02,6,2012-01-30,32,0,0,0,0,0,0,5,692,1,160,4,532,0,0,4,532,"6","29_32",133,0,1,1,0,0,0,0
"4644","FENCED",2012-03-03,7,2012-03-02,1,0,0,0,0,0,0,12,1462.5,1,160,11,1302.5,0,0,11,1302.5,"7","1_7",118.409090909091,0,1,1,0,0,0,0
"4645","FENCED",2012-03-03,7,2012-03-01,2,0,0,0,0,0,0,12,1462.5,1,160,11,1302.5,0,0,11,1302.5,"7","1_7",118.409090909091,0,1,1,0,0,0,0
"4646","FENCED",2012-03-03,7,2012-02-29,3,0,0,0,0,0,0,12,1462.5,1,160,11,1302.5,0,0,11,1302.5,"7","1_7",118.409090909091,0,1,1,0,0,0,0
"4647","FENCED",2012-03-03,7,2012-02-28,4,0,0,0,0,0,0,12,1462.5,1,160,11,1302.5,0,0,11,1302.5,"7","1_7",118.409090909091,0,1,1,0,0,0,0
"4648","FENCED",2012-03-03,7,2012-02-27,5,0,0,0,0,0,0,12,1462.5,1,160,11,1302.5,0,0,11,1302.5,"7","1_7",118.409090909091,0,1,1,0,0,0,0
"4649","FENCED",2012-03-03,7,2012-02-26,6,0,0,0,0,0,0,12,1462.5,1,160,11,1302.5,0,0,11,1302.5,"7","1_7",118.409090909091,0,1,1,0,0,0,0
"4650","FENCED",2012-03-03,7,2012-02-25,7,0,0,0,0,0,0,12,1462.5,1,160,11,1302.5,0,0,11,1302.5,"7","1_7",118.409090909091,0,1,1,0,0,0,0
"4651","FENCED",2012-03-03,7,2012-02-24,8,0,0,0,0,0,0,12,1462.5,1,160,11,1302.5,0,0,11,1302.5,"7","8_14",118.409090909091,0,1,1,0,0,0,0
"4652","FENCED",2012-03-03,7,2012-02-23,9,0,0,0,0,0,0,12,1462.5,1,160,11,1302.5,0,0,11,1302.5,"7","8_14",118.409090909091,0,1,1,0,0,0,0
"4653","FENCED",2012-03-03,7,2012-02-22,10,0,0,0,0,0,0,12,1462.5,1,160,11,1302.5,0,0,11,1302.5,"7","8_14",118.409090909091,0,1,1,0,0,0,0
"4654","FENCED",2012-03-03,7,2012-02-21,11,0,0,0,0,0,0,12,1462.5,1,160,11,1302.5,0,0,11,1302.5,"7","8_14",118.409090909091,0,1,1,0,0,0,0
"4655","FENCED",2012-03-03,7,2012-02-20,12,0,0,0,0,0,0,12,1462.5,1,160,11,1302.5,0,0,11,1302.5,"7","8_14",118.409090909091,0,1,1,0,0,0,0
"4656","FENCED",2012-03-03,7,2012-02-19,13,2,195.5,0,0,2,195.5,12,1462.5,1,160,11,1302.5,0,0,11,1302.5,"7","8_14",118.409090909091,0,1,1,0,0,0,0
"4657","FENCED",2012-03-03,7,2012-02-18,14,0,0,0,0,0,0,10,1267,1,160,9,1107,0,0,9,1107,"7","8_14",123,0,1,1,0,0,0,0
"4658","FENCED",2012-03-03,7,2012-02-17,15,0,0,0,0,0,0,10,1267,1,160,9,1107,0,0,9,1107,"7","15_21",123,0,1,1,0,0,0,0
"4659","FENCED",2012-03-03,7,2012-02-16,16,2,284,0,0,2,284,10,1267,1,160,9,1107,0,0,9,1107,"7","15_21",123,0,1,1,0,0,0,0
"4660","FENCED",2012-03-03,7,2012-02-15,17,0,0,0,0,0,0,8,983,1,160,7,823,0,0,7,823,"7","15_21",117.571428571429,0,1,1,0,0,0,0
"4661","FENCED",2012-03-03,7,2012-02-14,18,0,0,0,0,0,0,8,983,1,160,7,823,0,0,7,823,"7","15_21",117.571428571429,0,1,1,0,0,0,0
"4662","FENCED",2012-03-03,7,2012-02-13,19,0,0,0,0,0,0,8,983,1,160,7,823,0,0,7,823,"7","15_21",117.571428571429,0,1,1,0,0,0,0
"4663","FENCED",2012-03-03,7,2012-02-12,20,3,345,0,0,3,345,8,983,1,160,7,823,0,0,7,823,"7","15_21",117.571428571429,0,1,1,0,0,0,0
"4664","FENCED",2012-03-03,7,2012-02-11,21,0,0,0,0,0,0,5,638,1,160,4,478,0,0,4,478,"7","15_21",119.5,0,1,1,0,0,0,0
"4665","FENCED",2012-03-03,7,2012-02-10,22,0,0,0,0,0,0,5,638,1,160,4,478,0,0,4,478,"7","22_28",119.5,0,1,1,0,0,0,0
"4666","FENCED",2012-03-03,7,2012-02-09,23,0,0,0,0,0,0,5,638,1,160,4,478,0,0,4,478,"7","22_28",119.5,0,1,1,0,0,0,0
"4667","FENCED",2012-03-03,7,2012-02-08,24,2,230,0,0,2,230,5,638,1,160,4,478,0,0,4,478,"7","22_28",119.5,0,1,1,0,0,0,0
"4668","FENCED",2012-03-03,7,2012-02-07,25,0,0,0,0,0,0,3,408,1,160,2,248,0,0,2,248,"7","22_28",124,0,1,1,0,0,0,0
"4669","FENCED",2012-03-03,7,2012-02-06,26,0,0,0,0,0,0,3,408,1,160,2,248,0,0,2,248,"7","22_28",124,0,1,1,0,0,0,0
"4670","FENCED",2012-03-03,7,2012-02-05,27,0,0,0,0,0,0,3,408,1,160,2,248,0,0,2,248,"7","22_28",124,0,1,1,0,0,0,0
"4671","FENCED",2012-03-03,7,2012-02-04,28,0,0,0,0,0,0,3,408,1,160,2,248,0,0,2,248,"7","22_28",124,0,1,1,0,0,0,0
"4672","FENCED",2012-03-03,7,2012-02-03,29,0,0,0,0,0,0,3,408,1,160,2,248,0,0,2,248,"7","29_32",124,0,1,1,0,0,0,0
"4673","FENCED",2012-03-03,7,2012-02-02,30,0,0,0,0,0,0,3,408,1,160,2,248,0,0,2,248,"7","29_32",124,0,1,1,0,0,0,0
"4674","FENCED",2012-03-03,7,2012-02-01,31,0,0,0,0,0,0,3,408,1,160,2,248,0,0,2,248,"7","29_32",124,0,1,1,0,0,0,0
"4675","FENCED",2012-03-03,7,2012-01-31,32,0,0,0,0,0,0,3,408,1,160,2,248,0,0,2,248,"7","29_32",124,0,1,1,0,0,0,0
"4676","FENCED",2012-03-04,1,2012-03-03,1,0,0,0,0,0,0,9,1186.9,2,284,7,902.9,1,124,6,778.9,"1","1_7",128.985714285714,0.142857142857143,1,1,0,0,0,0
"4677","FENCED",2012-03-04,1,2012-03-02,2,0,0,0,0,0,0,9,1186.9,2,284,7,902.9,1,124,6,778.9,"1","1_7",128.985714285714,0.142857142857143,1,1,0,0,0,0
"4678","FENCED",2012-03-04,1,2012-03-01,3,0,0,0,0,0,0,9,1186.9,2,284,7,902.9,1,124,6,778.9,"1","1_7",128.985714285714,0.142857142857143,1,1,0,0,0,0
"4679","FENCED",2012-03-04,1,2012-02-29,4,0,0,0,0,0,0,9,1186.9,2,284,7,902.9,1,124,6,778.9,"1","1_7",128.985714285714,0.142857142857143,1,1,0,0,0,0
"4680","FENCED",2012-03-04,1,2012-02-28,5,0,0,0,0,0,0,9,1186.9,2,284,7,902.9,1,124,6,778.9,"1","1_7",128.985714285714,0.142857142857143,1,1,0,0,0,0
"4681","FENCED",2012-03-04,1,2012-02-27,6,0,0,0,0,0,0,9,1186.9,2,284,7,902.9,1,124,6,778.9,"1","1_7",128.985714285714,0.142857142857143,1,1,0,0,0,0
"4682","FENCED",2012-03-04,1,2012-02-26,7,0,0,0,0,0,0,9,1186.9,2,284,7,902.9,1,124,6,778.9,"1","1_7",128.985714285714,0.142857142857143,1,1,0,0,0,0
"4683","FENCED",2012-03-04,1,2012-02-25,8,0,0,0,0,0,0,9,1186.9,2,284,7,902.9,1,124,6,778.9,"1","8_14",128.985714285714,0.142857142857143,1,1,0,0,0,0
"4684","FENCED",2012-03-04,1,2012-02-24,9,0,0,0,0,0,0,9,1186.9,2,284,7,902.9,1,124,6,778.9,"1","8_14",128.985714285714,0.142857142857143,1,1,0,0,0,0
"4685","FENCED",2012-03-04,1,2012-02-23,10,0,0,0,0,0,0,9,1186.9,2,284,7,902.9,1,124,6,778.9,"1","8_14",128.985714285714,0.142857142857143,1,1,0,0,0,0
"4686","FENCED",2012-03-04,1,2012-02-22,11,0,0,0,0,0,0,9,1186.9,2,284,7,902.9,1,124,6,778.9,"1","8_14",128.985714285714,0.142857142857143,1,1,0,0,0,0
"4687","FENCED",2012-03-04,1,2012-02-21,12,0,0,0,0,0,0,9,1186.9,2,284,7,902.9,1,124,6,778.9,"1","8_14",128.985714285714,0.142857142857143,1,1,0,0,0,0
"4688","FENCED",2012-03-04,1,2012-02-20,13,0,0,0,0,0,0,9,1186.9,2,284,7,902.9,1,124,6,778.9,"1","8_14",128.985714285714,0.142857142857143,1,1,0,0,0,0
"4689","FENCED",2012-03-04,1,2012-02-19,14,2,195.5,0,0,2,195.5,9,1186.9,2,284,7,902.9,1,124,6,778.9,"1","8_14",128.985714285714,0.142857142857143,1,1,0,0,0,0
"4690","FENCED",2012-03-04,1,2012-02-18,15,0,0,0,0,0,0,7,991.4,2,284,5,707.4,1,124,4,583.4,"1","15_21",141.48,0.2,1,1,0,0,0,0
"4691","FENCED",2012-03-04,1,2012-02-17,16,0,0,0,0,0,0,7,991.4,2,284,5,707.4,1,124,4,583.4,"1","15_21",141.48,0.2,1,1,0,0,0,0
"4692","FENCED",2012-03-04,1,2012-02-16,17,2,229.4,1,124,1,105.4,7,991.4,2,284,5,707.4,1,124,4,583.4,"1","15_21",141.48,0.2,1,1,0,0,0,0
"4693","FENCED",2012-03-04,1,2012-02-15,18,0,0,0,0,0,0,5,762,1,160,4,602,1,124,3,478,"1","15_21",150.5,0.25,1,1,0,0,0,0
"4694","FENCED",2012-03-04,1,2012-02-14,19,0,0,0,0,0,0,5,762,1,160,4,602,1,124,3,478,"1","15_21",150.5,0.25,1,1,0,0,0,0
"4695","FENCED",2012-03-04,1,2012-02-13,20,0,0,0,0,0,0,5,762,1,160,4,602,1,124,3,478,"1","15_21",150.5,0.25,1,1,0,0,0,0
"4696","FENCED",2012-03-04,1,2012-02-12,21,0,0,0,0,0,0,5,762,1,160,4,602,1,124,3,478,"1","15_21",150.5,0.25,1,1,0,0,0,0
"4697","FENCED",2012-03-04,1,2012-02-11,22,0,0,0,0,0,0,5,762,1,160,4,602,1,124,3,478,"1","22_28",150.5,0.25,1,1,0,0,0,0
"4698","FENCED",2012-03-04,1,2012-02-10,23,0,0,0,0,0,0,5,762,1,160,4,602,1,124,3,478,"1","22_28",150.5,0.25,1,1,0,0,0,0
"4699","FENCED",2012-03-04,1,2012-02-09,24,0,0,0,0,0,0,5,762,1,160,4,602,1,124,3,478,"1","22_28",150.5,0.25,1,1,0,0,0,0
"4700","FENCED",2012-03-04,1,2012-02-08,25,2,230,0,0,2,230,5,762,1,160,4,602,1,124,3,478,"1","22_28",150.5,0.25,1,1,0,0,0,0
"4701","FENCED",2012-03-04,1,2012-02-07,26,0,0,0,0,0,0,3,532,1,160,2,372,1,124,1,248,"1","22_28",186,0.5,1,1,0,0,0,0
"4702","FENCED",2012-03-04,1,2012-02-06,27,0,0,0,0,0,0,3,532,1,160,2,372,1,124,1,248,"1","22_28",186,0.5,1,1,0,0,0,0
"4703","FENCED",2012-03-04,1,2012-02-05,28,0,0,0,0,0,0,3,532,1,160,2,372,1,124,1,248,"1","22_28",186,0.5,1,1,0,0,0,0
"4704","FENCED",2012-03-04,1,2012-02-04,29,0,0,0,0,0,0,3,532,1,160,2,372,1,124,1,248,"1","29_32",186,0.5,1,1,0,0,0,0
"4705","FENCED",2012-03-04,1,2012-02-03,30,1,248,0,0,1,248,3,532,1,160,2,372,1,124,1,248,"1","29_32",186,0.5,1,1,0,0,0,0
"4706","FENCED",2012-03-04,1,2012-02-02,31,0,0,0,0,0,0,2,284,1,160,1,124,0,0,1,124,"1","29_32",124,0,1,1,0,0,0,0
"4707","FENCED",2012-03-04,1,2012-02-01,32,0,0,0,0,0,0,2,284,1,160,1,124,0,0,1,124,"1","29_32",124,0,1,1,0,0,0,0
"4708","FENCED",2012-03-05,2,2012-03-04,1,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","1_7",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4709","FENCED",2012-03-05,2,2012-03-03,2,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","1_7",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4710","FENCED",2012-03-05,2,2012-03-02,3,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","1_7",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4711","FENCED",2012-03-05,2,2012-03-01,4,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","1_7",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4712","FENCED",2012-03-05,2,2012-02-29,5,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","1_7",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4713","FENCED",2012-03-05,2,2012-02-28,6,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","1_7",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4714","FENCED",2012-03-05,2,2012-02-27,7,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","1_7",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4715","FENCED",2012-03-05,2,2012-02-26,8,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","8_14",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4716","FENCED",2012-03-05,2,2012-02-25,9,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","8_14",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4717","FENCED",2012-03-05,2,2012-02-24,10,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","8_14",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4718","FENCED",2012-03-05,2,2012-02-23,11,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","8_14",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4719","FENCED",2012-03-05,2,2012-02-22,12,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","8_14",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4720","FENCED",2012-03-05,2,2012-02-21,13,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","8_14",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4721","FENCED",2012-03-05,2,2012-02-20,14,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","8_14",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4722","FENCED",2012-03-05,2,2012-02-19,15,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","15_21",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4723","FENCED",2012-03-05,2,2012-02-18,16,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","15_21",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4724","FENCED",2012-03-05,2,2012-02-17,17,0,0,0,0,0,0,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","15_21",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4725","FENCED",2012-03-05,2,2012-02-16,18,4,477.4,1,124,3,353.4,15,1983.4,2,284,13,1699.4,1,124,12,1575.4,"2","15_21",130.723076923077,0.0769230769230769,0,1,0,0,0,0
"4726","FENCED",2012-03-05,2,2012-02-15,19,6,744,0,0,6,744,11,1506,1,160,10,1346,1,124,9,1222,"2","15_21",134.6,0.1,0,1,0,0,0,0
"4727","FENCED",2012-03-05,2,2012-02-14,20,0,0,0,0,0,0,5,762,1,160,4,602,1,124,3,478,"2","15_21",150.5,0.25,0,1,0,0,0,0
"4728","FENCED",2012-03-05,2,2012-02-13,21,0,0,0,0,0,0,5,762,1,160,4,602,1,124,3,478,"2","15_21",150.5,0.25,0,1,0,0,0,0
"4729","FENCED",2012-03-05,2,2012-02-12,22,0,0,0,0,0,0,5,762,1,160,4,602,1,124,3,478,"2","22_28",150.5,0.25,0,1,0,0,0,0
"4730","FENCED",2012-03-05,2,2012-02-11,23,0,0,0,0,0,0,5,762,1,160,4,602,1,124,3,478,"2","22_28",150.5,0.25,0,1,0,0,0,0
"4731","FENCED",2012-03-05,2,2012-02-10,24,0,0,0,0,0,0,5,762,1,160,4,602,1,124,3,478,"2","22_28",150.5,0.25,0,1,0,0,0,0
"4732","FENCED",2012-03-05,2,2012-02-09,25,0,0,0,0,0,0,5,762,1,160,4,602,1,124,3,478,"2","22_28",150.5,0.25,0,1,0,0,0,0
"4733","FENCED",2012-03-05,2,2012-02-08,26,2,230,0,0,2,230,5,762,1,160,4,602,1,124,3,478,"2","22_28",150.5,0.25,0,1,0,0,0,0
"4734","FENCED",2012-03-05,2,2012-02-07,27,0,0,0,0,0,0,3,532,1,160,2,372,1,124,1,248,"2","22_28",186,0.5,0,1,0,0,0,0
"4735","FENCED",2012-03-05,2,2012-02-06,28,0,0,0,0,0,0,3,532,1,160,2,372,1,124,1,248,"2","22_28",186,0.5,0,1,0,0,0,0
"4736","FENCED",2012-03-05,2,2012-02-05,29,0,0,0,0,0,0,3,532,1,160,2,372,1,124,1,248,"2","29_32",186,0.5,0,1,0,0,0,0
"4737","FENCED",2012-03-05,2,2012-02-04,30,0,0,0,0,0,0,3,532,1,160,2,372,1,124,1,248,"2","29_32",186,0.5,0,1,0,0,0,0
"4738","FENCED",2012-03-05,2,2012-02-03,31,1,248,0,0,1,248,3,532,1,160,2,372,1,124,1,248,"2","29_32",186,0.5,0,1,0,0,0,0
"4739","FENCED",2012-03-05,2,2012-02-02,32,0,0,0,0,0,0,2,284,1,160,1,124,0,0,1,124,"2","29_32",124,0,0,1,0,0,0,0
"4740","FENCED",2012-03-06,3,2012-03-05,1,4,496,0,0,4,496,30,3803.5,2,284,28,3519.5,0,0,28,3519.5,"3","1_7",125.696428571429,0,0,1,0,0,0,0
"4741","FENCED",2012-03-06,3,2012-03-04,2,0,0,0,0,0,0,26,3307.5,2,284,24,3023.5,0,0,24,3023.5,"3","1_7",125.979166666667,0,0,1,0,0,0,0
"4742","FENCED",2012-03-06,3,2012-03-03,3,0,0,0,0,0,0,26,3307.5,2,284,24,3023.5,0,0,24,3023.5,"3","1_7",125.979166666667,0,0,1,0,0,0,0
"4743","FENCED",2012-03-06,3,2012-03-02,4,1,149,0,0,1,149,26,3307.5,2,284,24,3023.5,0,0,24,3023.5,"3","1_7",125.979166666667,0,0,1,0,0,0,0
"4744","FENCED",2012-03-06,3,2012-03-01,5,0,0,0,0,0,0,25,3158.5,2,284,23,2874.5,0,0,23,2874.5,"3","1_7",124.978260869565,0,0,1,0,0,0,0
"4745","FENCED",2012-03-06,3,2012-02-29,6,2,226.1,0,0,2,226.1,25,3158.5,2,284,23,2874.5,0,0,23,2874.5,"3","1_7",124.978260869565,0,0,1,0,0,0,0
"4746","FENCED",2012-03-06,3,2012-02-28,7,3,399,0,0,3,399,23,2932.4,2,284,21,2648.4,0,0,21,2648.4,"3","1_7",126.114285714286,0,0,1,0,0,0,0
"4747","FENCED",2012-03-06,3,2012-02-27,8,1,133,0,0,1,133,20,2533.4,2,284,18,2249.4,0,0,18,2249.4,"3","8_14",124.966666666667,0,0,1,0,0,0,0
"4748","FENCED",2012-03-06,3,2012-02-26,9,0,0,0,0,0,0,19,2400.4,2,284,17,2116.4,0,0,17,2116.4,"3","8_14",124.494117647059,0,0,1,0,0,0,0
"4749","FENCED",2012-03-06,3,2012-02-25,10,0,0,0,0,0,0,19,2400.4,2,284,17,2116.4,0,0,17,2116.4,"3","8_14",124.494117647059,0,0,1,0,0,0,0
"4750","FENCED",2012-03-06,3,2012-02-24,11,1,133,0,0,1,133,19,2400.4,2,284,17,2116.4,0,0,17,2116.4,"3","8_14",124.494117647059,0,0,1,0,0,0,0
"4751","FENCED",2012-03-06,3,2012-02-23,12,0,0,0,0,0,0,18,2267.4,2,284,16,1983.4,0,0,16,1983.4,"3","8_14",123.9625,0,0,1,0,0,0,0
"4752","FENCED",2012-03-06,3,2012-02-22,13,1,133,0,0,1,133,18,2267.4,2,284,16,1983.4,0,0,16,1983.4,"3","8_14",123.9625,0,0,1,0,0,0,0
"4753","FENCED",2012-03-06,3,2012-02-21,14,0,0,0,0,0,0,17,2134.4,2,284,15,1850.4,0,0,15,1850.4,"3","8_14",123.36,0,0,1,0,0,0,0
"4754","FENCED",2012-03-06,3,2012-02-20,15,0,0,0,0,0,0,17,2134.4,2,284,15,1850.4,0,0,15,1850.4,"3","15_21",123.36,0,0,1,0,0,0,0
"4755","FENCED",2012-03-06,3,2012-02-19,16,0,0,0,0,0,0,17,2134.4,2,284,15,1850.4,0,0,15,1850.4,"3","15_21",123.36,0,0,1,0,0,0,0
"4756","FENCED",2012-03-06,3,2012-02-18,17,0,0,0,0,0,0,17,2134.4,2,284,15,1850.4,0,0,15,1850.4,"3","15_21",123.36,0,0,1,0,0,0,0
"4757","FENCED",2012-03-06,3,2012-02-17,18,0,0,0,0,0,0,17,2134.4,2,284,15,1850.4,0,0,15,1850.4,"3","15_21",123.36,0,0,1,0,0,0,0
"4758","FENCED",2012-03-06,3,2012-02-16,19,4,477.4,1,124,3,353.4,17,2134.4,2,284,15,1850.4,0,0,15,1850.4,"3","15_21",123.36,0,0,1,0,0,0,0
"4759","FENCED",2012-03-06,3,2012-02-15,20,6,744,0,0,6,744,13,1657,1,160,12,1497,0,0,12,1497,"3","15_21",124.75,0,0,1,0,0,0,0
"4760","FENCED",2012-03-06,3,2012-02-14,21,0,0,0,0,0,0,7,913,1,160,6,753,0,0,6,753,"3","15_21",125.5,0,0,1,0,0,0,0
"4761","FENCED",2012-03-06,3,2012-02-13,22,0,0,0,0,0,0,7,913,1,160,6,753,0,0,6,753,"3","22_28",125.5,0,0,1,0,0,0,0
"4762","FENCED",2012-03-06,3,2012-02-12,23,0,0,0,0,0,0,7,913,1,160,6,753,0,0,6,753,"3","22_28",125.5,0,0,1,0,0,0,0
"4763","FENCED",2012-03-06,3,2012-02-11,24,1,133,0,0,1,133,7,913,1,160,6,753,0,0,6,753,"3","22_28",125.5,0,0,1,0,0,0,0
"4764","FENCED",2012-03-06,3,2012-02-10,25,0,0,0,0,0,0,6,780,1,160,5,620,0,0,5,620,"3","22_28",124,0,0,1,0,0,0,0
